run,year,county,pollutant,sourcetype,regclass,fueltype,roadtype,emission,vmt
1,2023,36109,98,32,30,5,5,23.223161697387695,52436.19921875
1,2023,36109,98,31,30,5,5,142.7900848388672,328690
1,2023,36109,98,21,20,5,5,28.109487533569336,80295.3984375
1,2023,36109,98,61,47,3,5,155.91751098632813,70080.296875
1,2023,36109,98,54,47,3,5,0.0022630891762673855,0.8690900206565857
1,2023,36109,98,53,47,3,5,12.79232120513916,6360.68017578125
1,2023,36109,98,52,47,3,5,202.257568359375,87907.5
1,2023,36109,98,51,47,3,5,32.43319320678711,14205.2998046875
1,2023,36109,98,43,47,3,5,11.4673433303833,5148.8701171875
1,2023,36109,98,42,48,3,5,44.65176010131836,18668.900390625
1,2023,36109,98,41,47,3,5,136.7240753173828,56990
1,2023,36109,98,62,49,2,5,395.6040954589844,190944
1,2023,36109,98,62,47,2,5,10573.96484375,5366860
1,2023,36109,98,62,46,2,5,5.9160380363464355,2988.639892578125
1,2023,36109,98,61,49,2,5,159.62680053710938,78037
1,2023,36109,98,61,47,2,5,3213.953857421875,1669180
1,2023,36109,98,61,46,2,5,757.403564453125,442518
1,2023,36109,98,54,47,2,5,87.83634948730469,46501.30078125
1,2023,36109,98,54,46,2,5,115.94991302490234,75647.5
1,2023,36109,98,54,42,2,5,4.198890686035156,3662.89990234375
1,2023,36109,98,53,47,2,5,150.74876403808594,93425.1015625
1,2023,36109,98,53,46,2,5,153.21023559570313,120571
1,2023,36109,98,53,42,2,5,69.58174133300781,85492.796875
1,2023,36109,98,53,41,2,5,128.8756103515625,177371
1,2023,36109,98,52,47,2,5,2411.08544921875,1317720
1,2023,36109,98,52,46,2,5,2406.345458984375,1702420
1,2023,36109,98,52,42,2,5,1090.347900390625,1231360
1,2023,36109,98,52,41,2,5,1939.439453125,2497910
1,2023,36109,98,51,47,2,5,108.01415252685547,56018.30078125
1,2023,36109,98,51,46,2,5,25.915115356445313,14775.7998046875
1,2023,36109,98,51,42,2,5,0.03849932178854942,27.326400756835938
1,2023,36109,98,43,47,2,5,33.34017562866211,20177.900390625
1,2023,36109,98,43,46,2,5,558.8343505859375,375995
1,2023,36109,98,43,42,2,5,7.787310600280762,6357.4599609375
1,2023,36109,98,43,41,2,5,0.12126856297254562,104.88899993896484
1,2023,36109,98,42,48,2,5,388.896484375,205251
1,2023,36109,98,42,46,2,5,19.942352294921875,11307.2001953125
1,2023,36109,98,42,42,2,5,22.620969772338867,14677.099609375
1,2023,36109,98,41,47,2,5,1179.384765625,631340
1,2023,36109,98,41,46,2,5,62.04909896850586,35766.5
1,2023,36109,98,41,42,2,5,72.26763153076172,46970.19921875
1,2023,36109,98,32,41,2,5,566.54168701171875,811791
1,2023,36109,98,32,30,2,5,57.07304382324219,131418
1,2023,36109,98,31,41,2,5,2655.390625,4060260
1,2023,36109,98,31,30,2,5,817.94354248046875,2042430
1,2023,36109,98,21,20,2,5,340.2129211425781,940584
1,2023,36109,98,61,47,1,5,0.008333494886755943,4.126150131225586
1,2023,36109,98,61,46,1,5,0.01839338429272175,10.616299629211426
1,2023,36109,98,54,47,1,5,1.4442702531814575,625.531005859375
1,2023,36109,98,54,46,1,5,162.4376678466797,97736.796875
1,2023,36109,98,54,42,1,5,110.5044937133789,98592.203125
1,2023,36109,98,53,47,1,5,9.84570026397705,4866.68994140625
1,2023,36109,98,53,46,1,5,17.635326385498047,11693.7001953125
1,2023,36109,98,53,42,1,5,57.17412567138672,50818.30078125
1,2023,36109,98,53,41,1,5,63.12396240234375,62922.5
1,2023,36109,98,52,47,1,5,153.29953002929688,67224.296875
1,2023,36109,98,52,46,1,5,272.4648742675781,161829
1,2023,36109,98,52,42,1,5,869.17132568359375,712152
1,2023,36109,98,52,41,1,5,947.8465576171875,887415
1,2023,36109,98,51,47,1,5,0.010167188942432404,5.261250019073486
1,2023,36109,98,51,46,1,5,0.0712895542383194,37.75170135498047
1,2023,36109,98,51,42,1,5,0.37859100103378296,301.26800537109375
1,2023,36109,98,51,41,1,5,0.011544505134224892,9.74468994140625
1,2023,36109,98,43,47,1,5,0.04336977005004883,26.06100082397461
1,2023,36109,98,43,46,1,5,2.7190380096435547,1699.5400390625
1,2023,36109,98,43,42,1,5,5.622283458709717,3813.27001953125
1,2023,36109,98,43,41,1,5,0.005997079890221357,6.1145100593566895
1,2023,36109,98,42,47,1,5,0.012464934960007668,6.6929402351379395
1,2023,36109,98,42,46,1,5,0.058956895023584366,35.62919998168945
1,2023,36109,98,42,42,1,5,75.28057861328125,42057.6015625
1,2023,36109,98,41,47,1,5,0.04203090816736221,22.60610008239746
1,2023,36109,98,41,46,1,5,0.18515080213546753,109.677001953125
1,2023,36109,98,41,42,1,5,211.66799926757813,121930
1,2023,36109,98,32,41,1,5,1593.3687744140625,1797600
1,2023,36109,98,32,30,1,5,6360.3134765625,14601700
1,2023,36109,98,31,41,1,5,1467.837646484375,1830060
1,2023,36109,98,31,30,1,5,58020.37109375,130261000
1,2023,36109,98,21,20,1,5,43311.2421875,124582000
1,2023,36109,98,11,10,1,5,867.42193603515625,2054210
1,2023,36109,98,32,30,5,4,3.6557159423828125,10080.599609375
1,2023,36109,98,31,30,5,4,21.062963485717773,56252.69921875
1,2023,36109,98,21,20,5,4,4.220705509185791,14664.5
1,2023,36109,98,61,47,3,4,36.423667907714844,21481.400390625
1,2023,36109,98,54,47,3,4,2.675055875442922e-4,0.17065200209617615
1,2023,36109,98,53,47,3,4,1.740174651145935,1263.0699462890625
1,2023,36109,98,52,47,3,4,26.668987274169922,19138.900390625
1,2023,36109,98,51,47,3,4,5.395240306854248,3260.75
1,2023,36109,98,43,47,3,4,1.2582000494003296,893.9229736328125
1,2023,36109,98,42,48,3,4,6.656019687652588,4006.6298828125
1,2023,36109,98,41,47,3,4,17.47163200378418,10135.2001953125
1,2023,36109,98,62,49,2,4,169.12872314453125,95242
1,2023,36109,98,62,47,2,4,4628.83642578125,2676960
1,2023,36109,98,62,46,2,4,2.7599337100982666,1490.719970703125
1,2023,36109,98,61,49,2,4,41.72887420654297,23920.30078125
1,2023,36109,98,61,47,2,4,860.11688232421875,511647
1,2023,36109,98,61,46,2,4,225.3928680419922,135643
1,2023,36109,98,54,47,2,4,12.111754417419434,9130.8798828125
1,2023,36109,98,54,46,2,4,17.132230758666992,14854
1,2023,36109,98,54,42,2,4,0.7460927367210388,719.23797607421875
1,2023,36109,98,53,47,2,4,22.121070861816406,18551.900390625
1,2023,36109,98,53,46,2,4,24.775436401367188,23942.30078125
1,2023,36109,98,53,42,2,4,13.006721496582031,16976.69921875
1,2023,36109,98,53,41,2,4,25.18218994140625,35221.5
1,2023,36109,98,52,47,2,4,351.7188415527344,286891
1,2023,36109,98,52,46,2,4,399.7707824707031,370645
1,2023,36109,98,52,42,2,4,222.46624755859375,268088
1,2023,36109,98,52,41,2,4,423.6192932128906,543837
1,2023,36109,98,51,47,2,4,21.4344425201416,12858.7001953125
1,2023,36109,98,51,46,2,4,5.628985404968262,3391.719970703125
1,2023,36109,98,51,42,2,4,0.007651119958609343,6.272640228271484
1,2023,36109,98,43,47,2,4,4.260598182678223,3503.18994140625
1,2023,36109,98,43,46,2,4,76.70057678222656,65278.3984375
1,2023,36109,98,43,42,2,4,1.1954565048217773,1103.75
1,2023,36109,98,43,41,2,4,0.018718788400292397,18.21030044555664
1,2023,36109,98,42,48,2,4,69.4349136352539,44049.80078125
1,2023,36109,98,42,46,2,4,3.8177225589752197,2426.679931640625
1,2023,36109,98,42,42,2,4,4.469871997833252,3149.909912109375
1,2023,36109,98,41,47,2,4,183.81809997558594,112279
1,2023,36109,98,41,46,2,4,10.407449722290039,6360.7900390625
1,2023,36109,98,41,42,2,4,11.956439018249512,8353.26953125
1,2023,36109,98,32,41,2,4,87.56275177001953,156063
1,2023,36109,98,32,30,2,4,9.050614356994629,25264.5
1,2023,36109,98,31,41,2,4,367.9261169433594,694881
1,2023,36109,98,31,30,2,4,120.95109558105469,349546
1,2023,36109,98,21,20,2,4,51.22263717651367,171780
1,2023,36109,98,61,47,1,4,0.0021320683881640434,1.2647700309753418
1,2023,36109,98,61,46,1,4,0.005060501396656036,3.254159927368164
1,2023,36109,98,54,47,1,4,0.1983487755060196,122.8280029296875
1,2023,36109,98,54,46,1,4,23.771011352539063,19191.400390625
1,2023,36109,98,54,42,1,4,19.123666763305664,19359.30078125
1,2023,36109,98,53,47,1,4,1.4579278230667114,966.4019775390625
1,2023,36109,98,53,46,1,4,2.7375128269195557,2322.080078125
1,2023,36109,98,53,42,1,4,9.683704376220703,10091.2001953125
1,2023,36109,98,53,41,1,4,11.068196296691895,12494.7998046875
1,2023,36109,98,52,47,1,4,22.546783447265625,14635.900390625
1,2023,36109,98,52,46,1,4,42.887733459472656,35232.8984375
1,2023,36109,98,52,42,1,4,154.87472534179688,155047
1,2023,36109,98,52,41,1,4,177.87225341796875,193205
1,2023,36109,98,51,47,1,4,0.0018774124328047037,1.2076900005340576
1,2023,36109,98,51,46,1,4,0.014683116227388382,8.665719985961914
1,2023,36109,98,51,42,1,4,0.07510332763195038,69.15470123291016
1,2023,36109,98,51,41,1,4,0.0023079973179847,2.2368500232696533
1,2023,36109,98,43,47,1,4,0.005290818400681019,4.524590015411377
1,2023,36109,98,43,46,1,4,0.355435848236084,295.06500244140625
1,2023,36109,98,43,42,1,4,0.8026732802391052,662.0419921875
1,2023,36109,98,43,41,1,4,9.021734003908932e-4,1.0615700483322144
1,2023,36109,98,42,47,1,4,0.002072201808914542,1.436400055885315
1,2023,36109,98,42,46,1,4,0.010453294962644577,7.646550178527832
1,2023,36109,98,42,42,1,4,14.979527473449707,9026.169921875
1,2023,36109,98,41,47,1,4,0.006118003744632006,4.020309925079346
1,2023,36109,98,41,46,1,4,0.028241323307156563,19.505199432373047
1,2023,36109,98,41,42,1,4,36.72526168823242,21684.19921875
1,2023,36109,98,32,41,1,4,233.81675720214844,345581
1,2023,36109,98,32,30,1,4,1000.5260009765625,2807100
1,2023,36109,98,31,41,1,4,192.6829071044922,313200
1,2023,36109,98,31,30,1,4,8549.25,22293200
1,2023,36109,98,21,20,1,4,6498.9736328125,22752700
1,2023,36109,98,11,10,1,4,128.05328369140625,288291
1,2023,36109,98,32,30,5,3,23.53291130065918,63028.19921875
1,2023,36109,98,31,30,5,3,188.0862579345703,504891
1,2023,36109,98,21,20,5,3,25.265745162963867,87187.5
1,2023,36109,98,61,47,3,3,378.2018737792969,217009
1,2023,36109,98,54,47,3,3,0.0031384341418743134,1.8062399625778198
1,2023,36109,98,53,47,3,3,17.67622184753418,12216.7001953125
1,2023,36109,98,52,47,3,3,276.4012451171875,179811
1,2023,36109,98,51,47,3,3,49.22767639160156,28338.69921875
1,2023,36109,98,43,47,3,3,14.821566581726074,9657.8896484375
1,2023,36109,98,42,48,3,3,47.80580520629883,27116.80078125
1,2023,36109,98,41,47,3,3,152.99530029296875,84744.1015625
1,2023,36109,98,62,49,2,3,1211.6715087890625,673634
1,2023,36109,98,62,47,2,3,33104.16796875,18933800
1,2023,36109,98,62,46,2,3,19.481918334960938,10543.7001953125
1,2023,36109,98,61,49,2,3,426.62091064453125,241648
1,2023,36109,98,61,47,2,3,8781.408203125,5168750
1,2023,36109,98,61,46,2,3,2267.54248046875,1370290
1,2023,36109,98,54,47,2,3,137.069091796875,96644.296875
1,2023,36109,98,54,46,2,3,188.7333221435547,157219
1,2023,36109,98,54,42,2,3,7.9773268699646,7612.66015625
1,2023,36109,98,53,47,2,3,222.29757690429688,179437
1,2023,36109,98,53,46,2,3,244.76931762695313,231574
1,2023,36109,98,53,42,2,3,126.06912994384766,164202
1,2023,36109,98,53,41,2,3,242.6815185546875,340669
1,2023,36109,98,52,47,2,3,3576.592041015625,2695350
1,2023,36109,98,52,46,2,3,3896.626220703125,3482230
1,2023,36109,98,52,42,2,3,2067.25244140625,2518700
1,2023,36109,98,52,41,2,3,3871.2509765625,5109370
1,2023,36109,98,51,47,2,3,187.6343231201172,111753
1,2023,36109,98,51,46,2,3,48.08689498901367,29476.900390625
1,2023,36109,98,51,42,2,3,0.06973440945148468,54.51449966430664
1,2023,36109,98,43,47,2,3,48.434120178222656,37848.30078125
1,2023,36109,98,43,46,2,3,857.91119384765625,705264
1,2023,36109,98,43,42,2,3,13.106700897216797,11924.900390625
1,2023,36109,98,43,41,2,3,0.20699641108512878,196.7429962158203
1,2023,36109,98,42,48,2,3,479.76776123046875,298128
1,2023,36109,98,42,46,2,3,25.982467651367188,16423.69921875
1,2023,36109,98,42,42,2,3,30.614158630371094,21318.599609375
1,2023,36109,98,41,47,2,3,1536.7540283203125,938802
1,2023,36109,98,41,46,2,3,85.48467254638672,53184.80078125
1,2023,36109,98,41,42,2,3,100.83580017089844,69844.703125
1,2023,36109,98,32,41,2,3,570.65545654296875,975771
1,2023,36109,98,32,30,2,3,58.23796844482422,157964
1,2023,36109,98,31,41,2,3,3374.560302734375,6236850
1,2023,36109,98,31,30,2,3,1080.3939208984375,3137320
1,2023,36109,98,21,20,2,3,306.5384216308594,1021320
1,2023,36109,98,61,47,1,3,0.021892011165618896,12.776900291442871
1,2023,36109,98,61,46,1,3,0.05140606313943863,32.87419891357422
1,2023,36109,98,54,47,1,3,2.253124237060547,1300.050048828125
1,2023,36109,98,54,46,1,3,263.2451477050781,203128
1,2023,36109,98,54,42,1,3,203.29705810546875,204906
1,2023,36109,98,53,47,1,3,14.628331184387207,9347.2197265625
1,2023,36109,98,53,46,1,3,27.235464096069336,22459.599609375
1,2023,36109,98,53,42,1,3,95.108734130859375,97604.3984375
1,2023,36109,98,53,41,1,3,108.26966857910156,120852
1,2023,36109,98,52,47,1,3,229.12640380859375,137505
1,2023,36109,98,52,46,1,3,424.8616027832031,331014
1,2023,36109,98,52,42,1,3,1480.8890380859375,1456680
1,2023,36109,98,52,41,1,3,1681.0687255859375,1815170
1,2023,36109,98,51,47,1,3,0.016738153994083405,10.49590015411377
1,2023,36109,98,51,46,1,3,0.12664122879505157,75.3124008178711
1,2023,36109,98,51,42,1,3,0.6844834685325623,601.01397705078125
1,2023,36109,98,51,41,1,3,0.02111102268099785,19.440099716186523
1,2023,36109,98,43,47,1,3,0.060945022851228714,48.883399963378906
1,2023,36109,98,43,46,1,3,4.015410900115967,3187.8701171875
1,2023,36109,98,43,42,1,3,8.87814712524414,7152.66015625
1,2023,36109,98,43,41,1,3,0.010017087683081627,11.469200134277344
1,2023,36109,98,42,47,1,3,0.014542240649461746,9.721540451049805
1,2023,36109,98,42,46,1,3,0.07198411971330643,51.75170135498047
1,2023,36109,98,42,42,1,3,100.62724304199219,61089
1,2023,36109,98,41,47,1,3,0.05200362578034401,33.61520004272461
1,2023,36109,98,41,46,1,3,0.23726697266101837,163.08999633789063
1,2023,36109,98,41,42,1,3,299.0548095703125,181309
1,2023,36109,98,32,41,1,3,1534.7589111328125,2160710
1,2023,36109,98,32,30,1,3,6441.818359375,17551200
1,2023,36109,98,31,41,1,3,1788.1693115234375,2811100
1,2023,36109,98,31,30,1,3,76360.8515625,200090000
1,2023,36109,98,21,20,1,3,38911.14453125,135276000
1,2023,36109,98,11,10,1,3,1252.9310302734375,2929590
1,2023,36109,98,32,30,5,2,0,0
1,2023,36109,98,31,30,5,2,0,0
1,2023,36109,98,21,20,5,2,0,0
1,2023,36109,98,61,47,3,2,0,0
1,2023,36109,98,54,47,3,2,0,0
1,2023,36109,98,53,47,3,2,0,0
1,2023,36109,98,52,47,3,2,0,0
1,2023,36109,98,51,47,3,2,0,0
1,2023,36109,98,43,47,3,2,0,0
1,2023,36109,98,42,48,3,2,0,0
1,2023,36109,98,41,47,3,2,0,0
1,2023,36109,98,62,49,2,2,0,0
1,2023,36109,98,62,47,2,2,0,0
1,2023,36109,98,62,46,2,2,0,0
1,2023,36109,98,61,49,2,2,0,0
1,2023,36109,98,61,47,2,2,0,0
1,2023,36109,98,61,46,2,2,0,0
1,2023,36109,98,54,47,2,2,0,0
1,2023,36109,98,54,46,2,2,0,0
1,2023,36109,98,54,42,2,2,0,0
1,2023,36109,98,53,47,2,2,0,0
1,2023,36109,98,53,46,2,2,0,0
1,2023,36109,98,53,42,2,2,0,0
1,2023,36109,98,53,41,2,2,0,0
1,2023,36109,98,52,47,2,2,0,0
1,2023,36109,98,52,46,2,2,0,0
1,2023,36109,98,52,42,2,2,0,0
1,2023,36109,98,52,41,2,2,0,0
1,2023,36109,98,51,47,2,2,0,0
1,2023,36109,98,51,46,2,2,0,0
1,2023,36109,98,51,42,2,2,0,0
1,2023,36109,98,43,47,2,2,0,0
1,2023,36109,98,43,46,2,2,0,0
1,2023,36109,98,43,42,2,2,0,0
1,2023,36109,98,43,41,2,2,0,0
1,2023,36109,98,42,48,2,2,0,0
1,2023,36109,98,42,46,2,2,0,0
1,2023,36109,98,42,42,2,2,0,0
1,2023,36109,98,41,47,2,2,0,0
1,2023,36109,98,41,46,2,2,0,0
1,2023,36109,98,41,42,2,2,0,0
1,2023,36109,98,32,41,2,2,0,0
1,2023,36109,98,32,30,2,2,0,0
1,2023,36109,98,31,41,2,2,0,0
1,2023,36109,98,31,30,2,2,0,0
1,2023,36109,98,21,20,2,2,0,0
1,2023,36109,98,61,47,1,2,0,0
1,2023,36109,98,61,46,1,2,0,0
1,2023,36109,98,54,47,1,2,0,0
1,2023,36109,98,54,46,1,2,0,0
1,2023,36109,98,54,42,1,2,0,0
1,2023,36109,98,53,47,1,2,0,0
1,2023,36109,98,53,46,1,2,0,0
1,2023,36109,98,53,42,1,2,0,0
1,2023,36109,98,53,41,1,2,0,0
1,2023,36109,98,52,47,1,2,0,0
1,2023,36109,98,52,46,1,2,0,0
1,2023,36109,98,52,42,1,2,0,0
1,2023,36109,98,52,41,1,2,0,0
1,2023,36109,98,51,47,1,2,0,0
1,2023,36109,98,51,46,1,2,0,0
1,2023,36109,98,51,42,1,2,0,0
1,2023,36109,98,51,41,1,2,0,0
1,2023,36109,98,43,47,1,2,0,0
1,2023,36109,98,43,46,1,2,0,0
1,2023,36109,98,43,42,1,2,0,0
1,2023,36109,98,43,41,1,2,0,0
1,2023,36109,98,42,47,1,2,0,0
1,2023,36109,98,42,46,1,2,0,0
1,2023,36109,98,42,42,1,2,0,0
1,2023,36109,98,41,47,1,2,0,0
1,2023,36109,98,41,46,1,2,0,0
1,2023,36109,98,41,42,1,2,0,0
1,2023,36109,98,32,41,1,2,0,0
1,2023,36109,98,32,30,1,2,0,0
1,2023,36109,98,31,41,1,2,0,0
1,2023,36109,98,31,30,1,2,0,0
1,2023,36109,98,21,20,1,2,0,0
1,2023,36109,98,11,10,1,2,0,0
1,2023,36109,91,32,30,5,5,280.0467529296875,52436.19921875
1,2023,36109,91,31,30,5,5,1721.7286376953125,328690
1,2023,36109,91,21,20,5,5,338.9081115722656,80295.3984375
1,2023,36109,91,61,47,3,5,1767.2998046875,70080.296875
1,2023,36109,91,54,47,3,5,0.025613997131586075,0.8690900206565857
1,2023,36109,91,53,47,3,5,140.99537658691406,6360.68017578125
1,2023,36109,91,52,47,3,5,2192.9453125,87907.5
1,2023,36109,91,51,47,3,5,363.27362060546875,14205.2998046875
1,2023,36109,91,43,47,3,5,119.47423553466797,5148.8701171875
1,2023,36109,91,42,48,3,5,485.43115234375,18668.900390625
1,2023,36109,91,41,47,3,5,1471.031005859375,56990
1,2023,36109,91,62,49,2,5,4615.82177734375,190944
1,2023,36109,91,62,47,2,5,123328.0625,5366860
1,2023,36109,91,62,46,2,5,69.02581787109375,2988.639892578125
1,2023,36109,91,61,49,2,5,1862.4794921875,78037
1,2023,36109,91,61,47,2,5,37485.78515625,1669180
1,2023,36109,91,61,46,2,5,8834.0244140625,442518
1,2023,36109,91,54,47,2,5,1024.34375,46501.30078125
1,2023,36109,91,54,46,2,5,1352.080078125,75647.5
1,2023,36109,91,54,42,2,5,48.962806701660156,3662.89990234375
1,2023,36109,91,53,47,2,5,1758.0869140625,93425.1015625
1,2023,36109,91,53,46,2,5,1786.6256103515625,120571
1,2023,36109,91,53,42,2,5,811.012939453125,85492.796875
1,2023,36109,91,53,41,2,5,1501.8919677734375,177371
1,2023,36109,91,52,47,2,5,28117.18359375,1317720
1,2023,36109,91,52,46,2,5,28058.134765625,1702420
1,2023,36109,91,52,42,2,5,12706.720703125,1231360
1,2023,36109,91,52,41,2,5,22597.380859375,2497910
1,2023,36109,91,51,47,2,5,1259.6488037109375,56018.30078125
1,2023,36109,91,51,46,2,5,302.19915771484375,14775.7998046875
1,2023,36109,91,51,42,2,5,0.449068158864975,27.326400756835938
1,2023,36109,91,43,47,2,5,388.75665283203125,20177.900390625
1,2023,36109,91,43,46,2,5,6515.919921875,375995
1,2023,36109,91,43,42,2,5,90.77310943603516,6357.4599609375
1,2023,36109,91,43,41,2,5,1.4142663478851318,104.88899993896484
1,2023,36109,91,42,48,2,5,4534.982421875,205251
1,2023,36109,91,42,46,2,5,232.55450439453125,11307.2001953125
1,2023,36109,91,42,42,2,5,263.726318359375,14677.099609375
1,2023,36109,91,41,47,2,5,13753.7734375,631340
1,2023,36109,91,41,46,2,5,723.6024169921875,35766.5
1,2023,36109,91,41,42,2,5,842.62835693359375,46970.19921875
1,2023,36109,91,32,41,2,5,6599.1005859375,811791
1,2023,36109,91,32,30,2,5,665.3780517578125,131418
1,2023,36109,91,31,41,2,5,30932.767578125,4060260
1,2023,36109,91,31,30,2,5,9535.0400390625,2042430
1,2023,36109,91,21,20,2,5,3965.107421875,940584
1,2023,36109,91,61,47,1,5,0.09926867485046387,4.126150131225586
1,2023,36109,91,61,46,1,5,0.217264324426651,10.616299629211426
1,2023,36109,91,54,47,1,5,17.259843826293945,625.531005859375
1,2023,36109,91,54,46,1,5,1935.290771484375,97736.796875
1,2023,36109,91,54,42,1,5,1306.859619140625,98592.203125
1,2023,36109,91,53,47,1,5,117.6468505859375,4866.68994140625
1,2023,36109,91,53,46,1,5,210.56610107421875,11693.7001953125
1,2023,36109,91,53,42,1,5,682.3155517578125,50818.30078125
1,2023,36109,91,53,41,1,5,752.97247314453125,62922.5
1,2023,36109,91,52,47,1,5,1831.7418212890625,67224.296875
1,2023,36109,91,52,46,1,5,3253.18310546875,161829
